Step,max-fid,min-fid
58440,233.30452703739854,235.495557819091
58556,232.08177470991882,233.47899019527281
58641,233.17005844793508,233.55780763621826
58719,234.14674011834808,234.9143064089746
58746,232.81443189467845,232.5969541671797
58763,233.56473521574276,233.54342941374375
59030,233.41544173259422,235.055382570995
59264,233.38898484607537,235.260721456796
59311,230.0107270568603,235.6370897454368
59432,230.46122752548825,238.74913101634945
59640,232.1374238003906,238.52043519307955
59670,234.55459542031247,236.74977101446365
59737,235.53629107625,234.5242858115709
60179,234.033723421,234.78542596925675
60185,234.8172161568,236.19036775540542
60207,233.54815768544,234.76683888432433
60297,232.254877468352,234.73299320745946
60475,233.04489929468158,235.61551138596758
61122,235.40109887574528,236.39439580877405
61205,236.80950214059624,234.57115324701925
61276,234.84653665247697,236.9032696376154
61438,236.65479890198156,236.97326573009232
61534,239.01379884158524,235.5026543240739
61680,238.9440743532682,238.1829370592591
62139,239.18457772261456,239.4772029274073
62219,237.86416303809165,240.9182644219258
62516,237.03158921047333,242.37474825754066
62547,238.94815954837867,240.73710634603253
62555,238.0486063787029,240.75856325682605
62874,238.97238730296232,239.78689820546086
63024,235.36529692236985,239.5057240043687
63220,234.79230161789587,241.09536594349493
63358,237.2190066943167,239.46440615479594
63428,237.47476285545338,241.89842006383674
63429,238.0073951243627,241.0633619110694
63513,236.58542049949014,237.6736875688555
63671,237.76567525959211,235.8215062150844
63865,236.0108098676737,238.43589455206754
63988,234.24912641413897,237.450476501654
64098,233.44033507131115,236.3034140413232
64225,233.3513616770489,235.66790519305857
64511,233.49358324163913,234.96027935444687
64521,233.77214625331132,238.0256178835575
64687,233.64935762264906,237.111131506846
64889,232.00283569811924,237.71727128547678
65054,232.2389903584954,239.34944568838142
65245,234.7681881267963,236.52094755070516
65292,233.95416842143703,236.51491784056412
65375,233.97445839714962,234.7718189124513
65450,233.81224799771968,237.74372466996104
65481,235.50812359817576,236.41020189596884
65601,232.9842240985406,239.3623717167751
65643,234.9987653788325,238.06350577342008
65709,233.98958542306602,236.52862443873607
65907,236.1621914184528,236.07672341098885
66049,234.19441683476225,234.70479608879108
66298,233.5783484078098,235.79535543103287
66647,231.97078418624784,236.32344864482633
66787,231.78248976899826,237.73163793586104
66948,233.1242828351986,235.26836392868884
66976,234.1661560081589,235.4230377029511
67021,232.85391480652711,234.47673278236087
67440,236.6003101852217,234.1007435258887
67474,235.64722812817737,235.41923008071097
67513,236.4632231825419,236.09386794456879
68263,235.75772148603352,237.37601599565505
68281,236.28332562882682,237.52665813652405
68378,235.27150914306145,240.14852682921924
68429,236.09950711444918,240.1918561233754
68512,237.21987973155936,239.0075101587003
68590,235.04910934524747,240.44637372696025
68929,233.91588353619798,239.2642492415682
68988,234.80991018895838,238.59033311325453
69171,233.2387362511667,236.73886805060363
69185,231.94874046093338,238.3561243404829
69455,234.74677006874668,237.66108355238632
69476,235.87582487499736,237.90903042190905
69662,236.6079902199979,238.09402425752722
69719,236.01574397599833,237.80081144602178
69798,236.96831418079864,236.88911107681741
69915,236.32215500463894,238.16849406145394
70462,234.79050294371115,236.35929476916314
70493,233.58175537496894,238.30661001533053
70580,230.59941613997515,236.52816155226444
70656,232.03906355198012,234.61014826181156
70915,231.9050026815841,234.11248688944923
70996,232.0319886052673,236.89709705155937
71314,231.24667242421384,238.2124042012475
71428,233.81973173937106,236.80813442099802
71554,237.76675035149685,238.36243161679843
71580,237.1755737411975,236.03200767343876
71696,236.51505005295797,234.61826055875102
71850,232.8233529023664,235.85233244700083
71906,231.69805610189312,233.76576793760069
71957,235.2966773015145,234.24830771008055
71979,233.9158940812116,236.51538506806446
72012,233.82684978496928,234.23352997445156
72037,235.8383566679754,232.94769433956125
72197,234.02108205438032,234.778461871649
72275,237.53795024350427,235.7334689573192
72297,235.28282601480342,233.32592922585536
72299,234.37136579184272,231.3409832406843
72401,232.26116429347417,233.12564303254743
72404,235.77084855477932,238.40171682603795
72558,233.33779700382348,236.49971208083036
72723,233.16266924305882,232.90386206466428
72873,233.74582447444703,233.72486273173143
73009,232.77907229955764,232.00074590538514
73179,232.1802585796461,235.30193338430811
73318,233.66831270371688,234.5233033074465
73789,234.6104771829735,234.4060694059572
73794,233.2448118063788,234.04690448476578
73841,230.80092756510305,236.0143637878126
73901,230.14155687208245,236.3821758502501
73924,232.18262721766595,235.37629426020007
74011,234.55357553413276,236.27484216816006
74187,233.4086471673062,235.43074409452805
74194,233.02755555384496,235.76209711562245
74865,231.77895972307596,236.96196957249796
74901,230.14274175846077,235.86932541799837
75140,230.84550444676864,237.5280134343987
75171,231.9701199974149,234.08198716751895
75469,231.45046427793193,233.26443311401516
75487,229.60541842234554,234.00706041121214
75567,231.46082093787643,235.20297498896971
75629,232.37822401030115,234.31040855117578
75697,230.53059434824092,234.81324384094063
75928,231.63746985859274,235.88407285275252
76056,231.8222195468742,234.626060162202
76099,230.56149877749937,236.73646824976163
76218,230.5922593219995,236.0394065398093
76431,230.2953559175996,236.58322505184745
76482,232.8514763940797,234.99425948147797
76626,231.83582589526375,234.71400804518237
76673,233.620229316211,235.06359535614592
76705,232.67210509296882,233.22688030491673
76790,233.19958593437508,235.8476572039334
76906,232.07334062750004,237.15678786314675
76913,234.38470400200003,240.0093719505174
76924,231.85207168160002,236.89834534041393
77198,230.32786096528002,237.02392529233117
77324,229.680107992224,238.14216879386493
77460,229.01985239377922,234.50529691509195
77530,230.08891657502338,232.43038805207357
77643,230.8245359600187,234.91010634165886
77802,231.78871506801494,237.1868344533271
77901,229.66280189441196,236.9197129226617
78135,231.36916973552957,235.12611457812937
78208,233.29052926842365,234.89634760250348
78265,230.7950180147389,234.0295902820028
78775,231.23767761179113,237.73763402560223
78843,231.6861259694329,238.66415812048177
78920,231.21502625554632,237.1105745363854
78934,229.86465406443705,235.05121596910834
78973,230.25818443154964,233.67327563528667
79005,229.8415145852397,233.63578542822933
79309,231.25349730819175,232.19091594258347
79418,231.96459288655342,233.60536947406678
79597,230.28403698924274,233.78517143925342
79620,230.8530474713942,232.50097041140273
79812,233.88357933711535,234.4145153491222
79975,235.17641608969228,233.15602633929777
79998,234.1324231517538,234.4657207314382
80031,234.21891460140304,232.18485990515057
80035,230.11375472112243,235.01951268412046
80100,228.35516393689795,233.30318948729638
80165,228.90393704951836,233.87082002983712
80351,228.0417012796147,233.7321601838697
80390,228.93802716369174,236.07357604709574
80406,229.4526525709534,234.9752274176766
80550,228.33500719676275,236.68865667414127
80576,226.8394229974102,237.700705619313
80613,227.05878205792814,238.7496575154504
80826,227.0158794063425,238.98774481236032
80996,227.209020045074,240.01171074988824
81015,226.17667343605922,237.8455624399106
81117,228.6769649688474,237.9720889919285
81381,228.9007669150779,236.07112823354282
81494,227.4031940920623,235.90092114683426
81529,228.11097995364986,240.3282625574674
81952,228.7489463229199,238.3380281459739
82080,229.75393305833592,238.62869583677912
82736,233.45825814666873,236.7460627494233
82770,236.592659377335,235.04190939953864
82831,236.59946624186802,233.3624459796309
82849,232.5096938334944,233.5311036437047
82924,235.5224340267955,234.48810923496376
83075,237.1693876414364,233.750234707971
83127,236.54410387314914,235.20345008637682
83267,236.81510791851932,236.92219000910146
83510,236.11447951481546,238.22871880728115
83762,235.73957555185237,238.08625874582492
83923,237.0181924214819,237.38466251665994
83971,236.90065927718553,234.32521963332798
84165,236.7740094817484,234.0755992866624
84197,237.82464582539873,232.55391204932994
84205,236.05519090031896,231.82947301946393
84394,237.1486235402552,232.56925163557116
84409,235.23716361220414,230.13412444845693
84475,234.14016118976332,233.17310461876554
84601,234.92224553181066,233.34357097501243
84686,234.92396890544853,234.23067648000995
84740,235.0760434043588,235.19822832400794
84818,234.59520666348706,234.09457813920636
85020,234.43529313078966,230.3769534113651
85052,230.29914088463175,229.95898460909208
85089,229.3146606077054,228.65756854727368
85169,227.26312374616433,229.26089675781895
85320,229.31741733693147,229.10800328625515
85508,229.45269484954517,228.96743900900412
85539,230.48184887963615,232.99602762720332
85572,228.7966760037089,237.05482992176266
85686,231.04831186296713,235.72716165741014
85749,228.7370534303737,235.0337770459281
85985,228.77760966429898,236.19262831674249
86014,230.4006033514392,236.35661425339399
86452,229.79926992115136,233.5798470627152
86642,229.5313653969211,233.32045419017217
86649,228.17980727753687,235.24449811213776
86780,230.94331786202952,234.1843558097102
86793,233.83291660962362,233.19604422776817
86839,233.05502652769889,233.23643132221454
86865,231.6178035621591,232.67062699777165
87008,233.1239364497273,229.55123547821734
87393,233.76839659978182,230.29238304257387
87450,233.27141893982548,230.3938002340591
87556,230.4342677118604,236.07408560724727
87621,230.44899192948833,235.99386320579782
87666,230.82815412359065,233.65514916463826
87829,228.99248849887255,236.1552350517106
88093,232.48672151909804,235.83721294136848
88137,233.32037391527842,239.0605296330948
88374,233.08122589222273,238.68383934647585
88441,235.39287987377818,239.22226983718068
88674,235.63508025902254,240.28823456974453
88766,232.89521020721804,239.40245045579562
88815,231.02124628577445,238.4352843446365
88922,230.87264278861954,239.49670159570917
89262,231.16681845089562,236.10081281656733
89347,230.9721602007165,233.08988487325385
89363,232.0321928805732,233.42204217860308
89745,234.72316336445857,234.66796516288247
89762,235.55946635156684,233.60498675030598
89873,236.55016402125347,234.0799031002448
89892,234.22327025700278,234.72430762019584
89973,235.43355700560224,237.52020841615666
90035,235.3361705644818,239.26543431292532
90237,234.25492889158542,240.50451053034027
90450,232.61196619326836,240.2718121642722
91074,234.1985054546147,239.9668393714178
91094,232.76788944369176,240.12903485713423
91300,234.2102405149534,240.71276462570736
91474,232.91399319196273,238.44105216056587
91624,233.03948617357017,235.70393120845273
91644,232.66271685885613,233.60997114676218
91647,231.6567726070849,231.77116173740976
91709,234.29665526566794,234.1802106499278
91732,234.63041809253434,232.77718853994224
91735,231.46892797402748,234.6267679119538
92094,229.100124059222,232.38300002956305
92120,229.6539090673776,232.27267200365046
92246,228.6634531739021,232.49251198292038
92309,228.6649208591217,229.6363924063363
