Step,lr1,lr2,311,312
8935,0.127340685,0.127340685,0.026759985,0.041014175
8993,0.127742264,0.127742264,0.026534273,0.041230411
9260,0.127454183,0.127454183,0.026476587,0.042100276
9468,0.124323066,0.124323066,0.026393133,0.042670499
9554,0.121467248,0.121467248,0.026719044,0.042694645
9567,0.123459997,0.123459997,0.027379669,0.042420218
9698,0.123380051,0.123380051,0.027088599,0.042138432
9843,0.123752,0.123752,0.027315088,0.042601519
9907,0.12871059,0.12871059,0.027408455,0.043645356
10276,0.133335653,0.133335653,0.027089716,0.044586039
10283,0.132847005,0.132847005,0.026702927,0.044656233
10399,0.134236082,0.134236082,0.026404749,0.044403344
10479,0.133751246,0.133751246,0.026528644,0.044998466
10522,0.133298142,0.133298142,0.0263567,0.044151038
10607,0.134059589,0.134059589,0.026354552,0.045101572
10780,0.135546072,0.135546072,0.026685104,0.045230387
10902,0.135004361,0.135004361,0.026416795,0.045186944
10905,0.134760884,0.134760884,0.026345976,0.046079369
10966,0.136075417,0.136075417,0.026187671,0.046863091
10974,0.137832032,0.137832032,0.02656909,0.046647949
11020,0.139774419,0.139774419,0.026565899,0.045575327
11102,0.140152453,0.140152453,0.027015623,0.045363095
11419,0.142032299,0.142032299,0.026755429,0.045878597
11472,0.141518561,0.141518561,0.028409737,0.046113488
11532,0.140124463,0.140124463,0.028797738,0.046335255
11566,0.136964681,0.136964681,0.029537782,0.047125824
11685,0.134836117,0.134836117,0.029729333,0.048385453
11759,0.133493919,0.133493919,0.030338228,0.048467812
11969,0.134655496,0.134655496,0.030492259,0.047904253
11974,0.133126383,0.133126383,0.030011525,0.04872655
12164,0.134793582,0.134793582,0.030515419,0.050345426
12290,0.134369696,0.134369696,0.03014704,0.050159603
12671,0.133431211,0.133431211,0.030050085,0.050392148
12877,0.130909812,0.130909812,0.031102659,0.049889151
13034,0.132417037,0.132417037,0.03071127,0.051250978
13061,0.135417676,0.135417676,0.030420294,0.052618582
13546,0.13539178,0.13539178,0.030413733,0.052609587
13597,0.135605481,0.135605481,0.030706485,0.05280316
13620,0.136418426,0.136418426,0.030645663,0.053451826
13810,0.138319578,0.138319578,0.031573753,0.053689664
14080,0.139954537,0.139954537,0.031487789,0.053322275
14221,0.140543223,0.140543223,0.031747344,0.054445502
14294,0.141000176,0.141000176,0.032321531,0.055612363
14338,0.141280348,0.141280348,0.032914176,0.055340269
14447,0.144577538,0.144577538,0.032427944,0.056548447
14638,0.145221598,0.145221598,0.033387603,0.056253484
14668,0.146484264,0.146484264,0.033870374,0.05762979
14779,0.146610827,0.146610827,0.034594922,0.057289246
14873,0.146218021,0.146218021,0.035346379,0.058188367
15473,0.145636469,0.145636469,0.036572952,0.05794656
15507,0.145059912,0.145059912,0.03610795,0.05889119
15740,0.14276136,0.14276136,0.037510554,0.060232697
15764,0.143832221,0.143832221,0.037667395,0.059905186
16116,0.14335165,0.14335165,0.037713341,0.060265861
16249,0.14455275,0.14455275,0.037873205,0.059904442
16321,0.147500846,0.147500846,0.037395808,0.060397891
16809,0.148485794,0.148485794,0.038457463,0.061934813
16857,0.146667383,0.146667383,0.038184153,0.062494754
17066,0.145040377,0.145040377,0.039416647,0.062792516
17097,0.147848973,0.147848973,0.039666022,0.064051112
17317,0.149263501,0.149263501,0.039863997,0.064419668
17339,0.147386121,0.147386121,0.040263509,0.065113447
17543,0.147309179,0.147309179,0.03989438,0.065485231
17557,0.14710103,0.14710103,0.040551769,0.067191373
17586,0.147289653,0.147289653,0.041750278,0.068566408
18451,0.148201097,0.148201097,0.042345526,0.067435128
19116,0.146650528,0.146650528,0.041574971,0.068059074
19169,0.14667634,0.14667634,0.04104574,0.071279308
19531,0.144958128,0.144958128,0.041525507,0.072379672
19640,0.143739463,0.143739463,0.044615079,0.072828771
19654,0.142839088,0.142839088,0.045252599,0.071587239
19731,0.146444485,0.146444485,0.044374684,0.071811405
19846,0.147605704,0.147605704,0.045014089,0.071836301
19995,0.148747666,0.148747666,0.045064494,0.072303488
20053,0.148178617,0.148178617,0.045161539,0.070902104
20062,0.147199292,0.147199292,0.044603397,0.073042437
20138,0.144589671,0.144589671,0.046276842,0.07597782
20244,0.14571268,0.14571268,0.04565952,0.074062229
20252,0.146718116,0.146718116,0.045764115,0.074147993
20323,0.148772668,0.148772668,0.045504277,0.074617439
20440,0.147598826,0.147598826,0.046672958,0.076096398
20539,0.155921766,0.155921766,0.04819823,0.07783727
20540,0.155221371,0.155221371,0.047684333,0.077822194
20578,0.154008519,0.154008519,0.048275178,0.077640839
20779,0.153824284,0.153824284,0.048080995,0.078496857
20782,0.156213624,0.156213624,0.048125239,0.077790477
20831,0.153257999,0.153257999,0.048467745,0.078340992
20855,0.153327825,0.153327825,0.050781703,0.080730134
21080,0.150254982,0.150254982,0.051671777,0.082265731
21144,0.153087392,0.153087392,0.050713361,0.083880375
21232,0.151953661,0.151953661,0.050604087,0.082681006
21319,0.151458526,0.151458526,0.050620497,0.083148032
21391,0.153424652,0.153424652,0.051838767,0.083658028
21523,0.153139004,0.153139004,0.052864533,0.083898971
21848,0.152734802,0.152734802,0.052012945,0.083414664
22245,0.151560306,0.151560306,0.053295715,0.082415272
22292,0.151633735,0.151633735,0.052830677,0.084586754
22330,0.154842525,0.154842525,0.051841325,0.082610058
22358,0.15698769,0.15698769,0.051302011,0.086393982
22472,0.158047442,0.158047442,0.051041851,0.086731527
22840,0.157266478,0.157266478,0.051248213,0.08692944
23138,0.156313847,0.156313847,0.052445585,0.088721886
23148,0.15789785,0.15789785,0.053296274,0.091339386
23192,0.156973918,0.156973918,0.054266918,0.093156417
23218,0.16072327,0.16072327,0.056726038,0.091429044
23286,0.159738694,0.159738694,0.055834644,0.090209478
23361,0.160232937,0.160232937,0.055925751,0.089304341
23427,0.157919277,0.157919277,0.056486217,0.090802301
23540,0.158697576,0.158697576,0.056423991,0.09146963
23670,0.157452076,0.157452076,0.057148441,0.09147242
23681,0.157289325,0.157289325,0.056813048,0.092129224
23701,0.159533723,0.159533723,0.058082686,0.092286934
23938,0.156941751,0.156941751,0.058938851,0.091123364
24147,0.160873953,0.160873953,0.058573904,0.092893554
24282,0.160307213,0.160307213,0.058613813,0.093709771
24284,0.158937076,0.158937076,0.057575082,0.093960824
24322,0.159372109,0.159372109,0.057298037,0.093888207
24345,0.161356687,0.161356687,0.057362543,0.093317194
24621,0.160478845,0.160478845,0.058342277,0.093079049
24719,0.158141381,0.158141381,0.058135171,0.091584868
24727,0.159346331,0.159346331,0.059338775,0.09245222
24901,0.161591849,0.161591849,0.060886809,0.093664218
24934,0.162688298,0.162688298,0.061518396,0.091685798
25008,0.163910642,0.163910642,0.061370366,0.093797228
25253,0.164921379,0.164921379,0.062169906,0.094287841
25332,0.172276522,0.172276522,0.06296278,0.094314008
25391,0.171697728,0.171697728,0.064019443,0.095129697
25812,0.173901232,0.173901232,0.064397884,0.096906851
25847,0.175478235,0.175478235,0.065455038,0.097998668
25921,0.176857101,0.176857101,0.070600373,0.097599917
26066,0.179533216,0.179533216,0.071531898,0.097729161
26155,0.180663208,0.180663208,0.072910711,0.100170212
26303,0.177171514,0.177171514,0.0716438,0.099206085
26470,0.176589699,0.176589699,0.071841291,0.100102868
26797,0.173448941,0.173448941,0.072956041,0.102368316
26798,0.176176114,0.176176114,0.073984427,0.102642757
26829,0.175031316,0.175031316,0.075347606,0.103451959
27142,0.17803543,0.17803543,0.075924418,0.101667273
27154,0.175188999,0.175188999,0.07581369,0.102412272
27158,0.178833334,0.178833334,0.075618436,0.104058428
27159,0.17674765,0.17674765,0.075345612,0.105118349
27274,0.177105956,0.177105956,0.074796962,0.105247216
27505,0.178928929,0.178928929,0.075164209,0.104222877
27603,0.178519459,0.178519459,0.076327002,0.105383661
27638,0.175238205,0.175238205,0.074818395,0.104349857
27825,0.175092878,0.175092878,0.075376908,0.105612281
27916,0.176611652,0.176611652,0.075519352,0.107327714
27968,0.177818578,0.177818578,0.076793716,0.109784379
28438,0.181068548,0.181068548,0.078523585,0.108038188
28451,0.178874543,0.178874543,0.080466322,0.10838803
28543,0.180822787,0.180822787,0.080132222,0.108611328
28572,0.180183764,0.180183764,0.0792478,0.10908613
28970,0.177097932,0.177097932,0.081060463,0.109209149
28996,0.175568677,0.175568677,0.082534233,0.109892786
29062,0.17521459,0.17521459,0.084128625,0.111787358
29201,0.177822428,0.177822428,0.084428118,0.11308634
29263,0.175813316,0.175813316,0.084239652,0.112022057
29471,0.175978069,0.175978069,0.082852203,0.111417861
29487,0.178533374,0.178533374,0.08165574,0.109545193
29561,0.17934441,0.17934441,0.084260642,0.112565422
29611,0.177804235,0.177804235,0.084679137,0.109783141
29829,0.175942885,0.175942885,0.085601703,0.111979315
30005,0.176262067,0.176262067,0.085680033,0.111192781
30031,0.173926781,0.173926781,0.086576026,0.112375577
30092,0.17541751,0.17541751,0.088409163,0.112766608
30174,0.174682662,0.174682662,0.087905136,0.114883066
30243,0.172905037,0.172905037,0.089250807,0.114242072
30327,0.176197653,0.176197653,0.089130241,0.113482424
30470,0.171232913,0.171232913,0.091036307,0.11655315
30612,0.169359194,0.169359194,0.093442798,0.117572982
30706,0.166742079,0.166742079,0.095925339,0.120046161
30720,0.17269789,0.17269789,0.098289156,0.122344984
31406,0.174724695,0.174724695,0.098501633,0.124036985
31443,0.177155533,0.177155533,0.101126541,0.123724963
31696,0.175445303,0.175445303,0.103879399,0.12686849
31880,0.17924112,0.17924112,0.103837942,0.127940181
31936,0.181236935,0.181236935,0.105899282,0.129480194
31945,0.181506037,0.181506037,0.106241865,0.12958197
32004,0.180298788,0.180298788,0.106518291,0.128213098
32174,0.178897499,0.178897499,0.107681861,0.128827565
32207,0.180723513,0.180723513,0.1094715,0.128658939
32435,0.179548135,0.179548135,0.107042172,0.127745649
32542,0.178734869,0.178734869,0.107075802,0.12831177
32657,0.17960095,0.17960095,0.109512978,0.129587749
32762,0.178999891,0.178999891,0.11032238,0.129892739
32894,0.178775383,0.178775383,0.110598488,0.129471045
32902,0.181558447,0.181558447,0.111565469,0.130922512
33034,0.185734896,0.185734896,0.110281856,0.133753365
33152,0.188786737,0.188786737,0.11047264,0.132923823
33179,0.186568612,0.186568612,0.110976814,0.129584951
33181,0.186413465,0.186413465,0.111800901,0.129971394
33271,0.18596106,0.18596106,0.111520069,0.128367972
33341,0.186129378,0.186129378,0.110854354,0.127411264
33375,0.185546468,0.185546468,0.11215937,0.128603535
33403,0.188358145,0.188358145,0.111240978,0.127733918
33728,0.187313547,0.187313547,0.109978323,0.128094371
33737,0.186686739,0.186686739,0.111028313,0.127555613
33749,0.185264642,0.185264642,0.111344836,0.12673421
33768,0.186117534,0.186117534,0.111265729,0.127232543
33785,0.187854253,0.187854253,0.11021905,0.128323987
33839,0.190530552,0.190530552,0.109712664,0.128621653
33851,0.188403692,0.188403692,0.110366509,0.129329667
33876,0.194462896,0.194462896,0.110584012,0.129672826
33913,0.196945409,0.196945409,0.110518954,0.130968804
34017,0.196975402,0.196975402,0.112295137,0.130338212
34036,0.198767661,0.198767661,0.113649935,0.128738118
34141,0.199635136,0.199635136,0.114562098,0.128704218
34362,0.198472811,0.198472811,0.113525335,0.125944667
34383,0.197226196,0.197226196,0.113776811,0.128266296
34525,0.19563726,0.19563726,0.115040106,0.130043643
34599,0.198803304,0.198803304,0.115989327,0.129389438
34783,0.199427901,0.199427901,0.117302425,0.128628108
35333,0.197217099,0.197217099,0.119476054,0.13001415
35354,0.196810707,0.196810707,0.119363496,0.133403109
35362,0.195808692,0.195808692,0.119649052,0.134573447
35377,0.196317282,0.196317282,0.118255049,0.136339565
35483,0.194263158,0.194263158,0.117464763,0.133396532
35573,0.193617897,0.193617897,0.118732226,0.134156648
35771,0.19163995,0.19163995,0.120374159,0.133935345
35778,0.190847453,0.190847453,0.122153538,0.135748468
35849,0.193055471,0.193055471,0.123832591,0.135535785
35953,0.198505698,0.198505698,0.122960004,0.135030471
35970,0.197383242,0.197383242,0.120345856,0.137501776
36037,0.196160359,0.196160359,0.122063197,0.138327824
36246,0.195378757,0.195378757,0.123302871,0.13891231
36275,0.193094039,0.193094039,0.123559464,0.139042904
36629,0.192931068,0.192931068,0.123477477,0.138099303
36659,0.191917758,0.191917758,0.122888251,0.138186854
36767,0.189455902,0.189455902,0.12428689,0.137759519
36819,0.186262546,0.186262546,0.124957049,0.139442121
36850,0.188798216,0.188798216,0.125121126,0.137639238
36907,0.186690802,0.186690802,0.125332074,0.137472609
37202,0.187758007,0.187758007,0.123792733,0.136145599
37455,0.189113257,0.189113257,0.121737367,0.135575825
37489,0.185907368,0.185907368,0.125708753,0.132407139
37764,0.184933914,0.184933914,0.132614068,0.131020206
37876,0.182697053,0.182697053,0.13148813,0.12944234
38192,0.183470381,0.183470381,0.130012843,0.128436398
38439,0.183234215,0.183234215,0.129883281,0.128632592
38455,0.182614936,0.182614936,0.13506569,0.125550095
38720,0.182789238,0.182789238,0.135214714,0.123847363
38840,0.183565981,0.183565981,0.134321045,0.123619618
38981,0.183581509,0.183581509,0.136645078,0.124717753
39005,0.186158806,0.186158806,0.13628193,0.126599611
39296,0.187372449,0.187372449,0.138829778,0.12758496
39702,0.190398384,0.190398384,0.137128174,0.126814875
39730,0.19338053,0.19338053,0.137260879,0.126586251
39781,0.192994552,0.192994552,0.136269506,0.126588372
39878,0.195054709,0.195054709,0.135991345,0.128468146
39909,0.198005322,0.198005322,0.133960121,0.129091549
39914,0.196811363,0.196811363,0.132685533,0.1297902
40020,0.195521317,0.195521317,0.133022427,0.131228708
40296,0.193397183,0.193397183,0.131795842,0.131115564
40500,0.193071836,0.193071836,0.13248571,0.133037264
40647,0.191518717,0.191518717,0.132819765,0.134811011
40663,0.193963812,0.193963812,0.133129161,0.13528597
40667,0.193743971,0.193743971,0.135339858,0.136893981
40700,0.194315718,0.194315718,0.13657538,0.137191882
40720,0.194176855,0.194176855,0.1370252,0.137043309
40793,0.191271299,0.191271299,0.139548433,0.139476051
41040,0.189587295,0.189587295,0.141069907,0.14047526
41244,0.187311634,0.187311634,0.141672477,0.139945272
41271,0.186654591,0.186654591,0.14448767,0.143040332
41341,0.186874853,0.186874853,0.146479162,0.143133826
41539,0.184971307,0.184971307,0.147091371,0.144104533
41555,0.183157566,0.183157566,0.146681693,0.143996576
42013,0.183314235,0.183314235,0.147130362,0.144677926
42134,0.183856174,0.183856174,0.148299274,0.144581384
42244,0.185738536,0.185738536,0.147781345,0.145121723
42450,0.185405192,0.185405192,0.1494892,0.145042789
42468,0.183336864,0.183336864,0.150547972,0.145103357
42678,0.18172557,0.18172557,0.151817629,0.145859523
42981,0.182059185,0.182059185,0.151702267,0.14738479
43278,0.182994465,0.182994465,0.153108131,0.14979948
43518,0.185720659,0.185720659,0.153637493,0.149686705
43553,0.186525761,0.186525761,0.154019443,0.151301357
43607,0.187011979,0.187011979,0.154470421,0.152192992
43639,0.191036683,0.191036683,0.15715016,0.154082162
43711,0.192470699,0.192470699,0.157831092,0.155644838
43738,0.19268796,0.19268796,0.159545207,0.15629468
43742,0.195024547,0.195024547,0.160626504,0.15755176
43805,0.192195311,0.192195311,0.161636251,0.157962406
43993,0.190281937,0.190281937,0.162454461,0.157665589
44073,0.189308689,0.189308689,0.163071196,0.157276664
44200,0.187460818,0.187460818,0.162476772,0.158004597
44207,0.187858376,0.187858376,0.163650792,0.160586715
44251,0.187818941,0.187818941,0.163743773,0.161322446
44304,0.190672891,0.190672891,0.165169858,0.160689005
44585,0.191782543,0.191782543,0.164882128,0.161839343
44802,0.194313749,0.194313749,0.163335091,0.161229431
44816,0.196393556,0.196393556,0.163396204,0.160740781
44964,0.199372419,0.199372419,0.163380302,0.16165898
45310,0.199342442,0.199342442,0.164206573,0.162739844
45319,0.200763337,0.200763337,0.165543924,0.163571518
45372,0.203954608,0.203954608,0.165171279,0.163106391
45507,0.203097928,0.203097928,0.165660451,0.164383869
45658,0.202125786,0.202125786,0.166155195,0.165421967
46033,0.203479033,0.203479033,0.16630723,0.165296355
46090,0.202724887,0.202724887,0.167218343,0.167379581
46169,0.205788207,0.205788207,0.167675775,0.16945741
46205,0.205261386,0.205261386,0.167959239,0.170300255
46318,0.206845124,0.206845124,0.16818237,0.171565496
46334,0.204321996,0.204321996,0.167393184,0.171725704
46413,0.207489756,0.207489756,0.167855701,0.172824121
46499,0.210693668,0.210693668,0.168750882,0.172701205
47241,0.21227483,0.21227483,0.168173379,0.172612389
47301,0.209095804,0.209095804,0.16872247,0.173858722
47321,0.20871479,0.20871479,0.168089383,0.173398068
47489,0.208660753,0.208660753,0.170652219,0.174252771
47585,0.206734482,0.206734482,0.169558741,0.173735968
47638,0.209530123,0.209530123,0.169715659,0.173622413
47669,0.208900631,0.208900631,0.170426192,0.17359546
47705,0.208263332,0.208263332,0.170953197,0.173792563
47744,0.207002158,0.207002158,0.171464813,0.172407427
47882,0.210207819,0.210207819,0.171630888,0.172266397
47947,0.208908931,0.208908931,0.170699629,0.16941332
47970,0.204913384,0.204913384,0.169702257,0.169257763
48076,0.205875944,0.205875944,0.170581277,0.169596057
48181,0.208270542,0.208270542,0.170437169,0.169043706
48227,0.207820973,0.207820973,0.171113982,0.170321678
48522,0.208514862,0.208514862,0.171463665,0.17152976
48844,0.209638726,0.209638726,0.171586817,0.170520543
49272,0.210665891,0.210665891,0.172358596,0.17011766
49326,0.211770189,0.211770189,0.173892101,0.170490151
49351,0.210341523,0.210341523,0.175238139,0.168955519
49477,0.208721029,0.208721029,0.175830726,0.169553079
49558,0.207032886,0.207032886,0.17487503,0.16967798
49619,0.204427948,0.204427948,0.173209769,0.168303718
50006,0.202939478,0.202939478,0.174178386,0.171065269
50056,0.20065733,0.20065733,0.174480309,0.171444783
50149,0.206201044,0.206201044,0.175541662,0.173033611
50165,0.208015908,0.208015908,0.175378061,0.172257244
50195,0.207833903,0.207833903,0.174278519,0.170541102
50268,0.20975356,0.20975356,0.174021085,0.170856445
50629,0.210442817,0.210442817,0.173863926,0.171690952
50819,0.21602805,0.21602805,0.174534992,0.171311477
50979,0.213392565,0.213392565,0.175359736,0.171397103
51134,0.21453767,0.21453767,0.176206734,0.17238117
51227,0.211250884,0.211250884,0.175824486,0.170849567
51282,0.210293071,0.210293071,0.176374165,0.171210071
51342,0.207933611,0.207933611,0.176439112,0.171263494
51750,0.20686009,0.20686009,0.175227404,0.172561575
51798,0.209103125,0.209103125,0.175722973,0.172173025
51806,0.2072243,0.2072243,0.176587362,0.172770927
51954,0.213225456,0.213225456,0.176302985,0.173217625
52001,0.213718863,0.213718863,0.176571453,0.173370744
52067,0.211917483,0.211917483,0.177682666,0.174384997
52237,0.211913973,0.211913973,0.177953607,0.175500804
52292,0.210557345,0.210557345,0.177874432,0.177530692
52353,0.211262274,0.211262274,0.179369954,0.17872892
52510,0.211709174,0.211709174,0.17791804,0.176763465
52528,0.20956329,0.20956329,0.179414415,0.17882351
52682,0.206621747,0.206621747,0.179617353,0.17919546
52906,0.209928364,0.209928364,0.17934851,0.178924933
52939,0.209351308,0.209351308,0.179230848,0.180162118
53092,0.207531403,0.207531403,0.179381809,0.178938189
53107,0.205369116,0.205369116,0.180810289,0.180555011
53468,0.205769444,0.205769444,0.183199336,0.177456727
53706,0.206689143,0.206689143,0.184194635,0.179333626
53713,0.206211709,0.206211709,0.185115235,0.180545003
53717,0.205532878,0.205532878,0.186384191,0.180425961
53721,0.205930402,0.205930402,0.186550711,0.180596266
53862,0.204589345,0.204589345,0.18627172,0.180382941
53906,0.204702132,0.204702132,0.184242364,0.182399843
54072,0.205775588,0.205775588,0.184159405,0.183107654
54087,0.204746235,0.204746235,0.184659798,0.183022053
54108,0.202293245,0.202293245,0.186112452,0.183202279
54123,0.203496913,0.203496913,0.184591405,0.183000684
54241,0.204303379,0.204303379,0.183425921,0.182303957
54691,0.203149957,0.203149957,0.182789182,0.181272683
54807,0.203804479,0.203804479,0.183736675,0.18210085
54937,0.203350664,0.203350664,0.183116065,0.179807176
54982,0.200010758,0.200010758,0.183390649,0.18104201
55193,0.201889437,0.201889437,0.184494983,0.180989533
55299,0.199428185,0.199428185,0.183900894,0.181255888
55302,0.198569184,0.198569184,0.183767001,0.181735066
55328,0.198087504,0.198087504,0.18367561,0.180915388
55359,0.199823355,0.199823355,0.183840852,0.181183711
55543,0.199020527,0.199020527,0.18364164,0.181244992
55551,0.197923544,0.197923544,0.184540935,0.182331283
55713,0.198319259,0.198319259,0.185162608,0.183120408
55766,0.199087311,0.199087311,0.185906168,0.183184573
56091,0.200187044,0.200187044,0.186135566,0.183472474
56337,0.201587281,0.201587281,0.185129339,0.183243664
56507,0.202921237,0.202921237,0.185441386,0.183290118
56521,0.204175382,0.204175382,0.18601335,0.184358548
56608,0.204700993,0.204700993,0.187103266,0.184662111
56787,0.20594437,0.20594437,0.187822174,0.184848621
56820,0.206236638,0.206236638,0.189364909,0.185477818
56999,0.206370244,0.206370244,0.191107677,0.186539044
57299,0.20495737,0.20495737,0.192166646,0.186523933
57305,0.203909874,0.203909874,0.191737158,0.187000171
57484,0.204732104,0.204732104,0.192703597,0.188078398
57760,0.204071482,0.204071482,0.193194303,0.18703464
58295,0.204637448,0.204637448,0.195249571,0.187138903
58440,0.201786539,0.201786539,0.194700765,0.188025718
58556,0.201624156,0.201624156,0.193847738,0.188222514
58641,0.202122215,0.202122215,0.194829413,0.189493128
58719,0.201383952,0.201383952,0.195809205,0.189938012
58746,0.201020041,0.201020041,0.196505051,0.188813985
58763,0.198801264,0.198801264,0.197578164,0.190932016
59030,0.200998755,0.200998755,0.196319069,0.189936193
59264,0.199433706,0.199433706,0.197923252,0.190756552
59311,0.198240859,0.198240859,0.197173883,0.191151388
59432,0.195225384,0.195225384,0.197548644,0.191822243
59640,0.191657348,0.191657348,0.197535515,0.19139996
59670,0.189762748,0.189762748,0.196434275,0.191485745
59737,0.193685814,0.193685814,0.19680892,0.192408105
60179,0.193135436,0.193135436,0.19776655,0.192619148
60185,0.194091454,0.194091454,0.198495824,0.19230689
60207,0.196344629,0.196344629,0.198513239,0.190679154
60297,0.195871712,0.195871712,0.199170799,0.19146856
60475,0.195742761,0.195742761,0.199253324,0.191544374
61122,0.196181744,0.196181744,0.200003137,0.191947481
61205,0.193873703,0.193873703,0.201375218,0.19227055
61276,0.192935125,0.192935125,0.200538089,0.192671483
61438,0.191968844,0.191968844,0.200579553,0.192259896
61534,0.192786685,0.192786685,0.200728563,0.191912422
61680,0.191002811,0.191002811,0.200698416,0.192131611
62139,0.192268364,0.192268364,0.200777614,0.19204411
62219,0.190639577,0.190639577,0.201458566,0.192501123
62516,0.195416272,0.195416272,0.201434553,0.192991366
62547,0.1973667,0.1973667,0.201996638,0.195210202
62555,0.202667961,0.202667961,0.201378271,0.193166696
62874,0.203477748,0.203477748,0.200404583,0.192459303
63024,0.202114311,0.202114311,0.200071833,0.19200831
63220,0.202476852,0.202476852,0.199425845,0.191278823
63358,0.20261253,0.20261253,0.200076598,0.192079397
63428,0.201705853,0.201705853,0.20103699,0.192206894
63429,0.203820639,0.203820639,0.201983253,0.192251893
63513,0.204486844,0.204486844,0.202395657,0.192382052
63671,0.202153214,0.202153214,0.201455923,0.190612279
63865,0.203005703,0.203005703,0.202254414,0.190866549
63988,0.20310168,0.20310168,0.202622556,0.190190938
64098,0.201776368,0.201776368,0.203004043,0.190418919
64225,0.204963978,0.204963978,0.202936892,0.190531009
